DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1038/s41467-022-33430-6,29,"(2S,4R)-N-((1S,4R)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-JAHFJGENSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,11,nM,18,87,18.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,9,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,BWFPCIGALPXWPF-BLVIHPBHSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,12,nM,4,72,4.0,,BWFPCIGALPXWPF
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,12,nM,18,78,18.0,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,12,nM,4,77,4.0,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,"(2S,4R)-N-[(1S,4S)-6-[4-(4-bromo-7-cyclopentyl-5-oxobenzimidazolo[1,2-a]quinazolin-9-yl)piperidin-1-yl]-4-methyl-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]hexyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PUBCHEM,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,13,nM,4,86,4.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,15,nM,4,53,4.0,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,29,"(2S,4R)-N-((1S,4R)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-JAHFJGENSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,15,nM,4,68,4.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,28,"(2S,4R)-N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,YNDPJZDTERTRMN-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,17,nM,4,69,4.0,,YNDPJZDTERTRMN
10.1038/s41467-022-33430-6,28,"(2S,4R)-N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,YNDPJZDTERTRMN-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,18,nM,4,94,4.0,,YNDPJZDTERTRMN
10.1038/s41467-022-33430-6,31,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,WYRPJYUDYGXYON-UQZDYNHJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,18,nM,4,53,4.0,,WYRPJYUDYGXYON
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,21,nM,4,61,4.0,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,8,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,HOBINWBQKZMFPS-BYIGUQMMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,23,nM,4,75,4.0,,HOBINWBQKZMFPS
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,29,nM,18,83,18.0,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,31,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,WYRPJYUDYGXYON-UQZDYNHJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,29,nM,18,76,18.0,,WYRPJYUDYGXYON
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,"(2S,4R)-N-[(1S,4S)-6-[4-(4-bromo-7-cyclopentyl-5-oxobenzimidazolo[1,2-a]quinazolin-9-yl)piperidin-1-yl]-4-methyl-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]hexyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PUBCHEM,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN + PUBCHEM,SMARCA4,VHL,capillary electrophoresis,RKO,32,nM,18,67,18.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,9,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,BWFPCIGALPXWPF-BLVIHPBHSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,32,nM,4,92,4.0,,BWFPCIGALPXWPF
10.1038/s41467-022-33430-6,23,"(2S,4R)-N-(2-(4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)butoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,UUZDQZUUNLKFCW-MXPJCAPISA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,39,nM,18,37,18.0,,UUZDQZUUNLKFCW
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,40,nM,18,52,18.0,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,42,nM,4,55,4.0,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,8,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,HOBINWBQKZMFPS-BYIGUQMMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,50,nM,4,85,4.0,,HOBINWBQKZMFPS
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,DWIXVVZITJFKIJ-YSWDPXALSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,54,nM,4,84,4.0,,DWIXVVZITJFKIJ
10.1038/s41467-022-33430-6,30,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,73,nM,18,72,18.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,DWIXVVZITJFKIJ-YSWDPXALSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,77,nM,18,89,18.0,,DWIXVVZITJFKIJ
10.1038/s41467-022-33430-6,5,"(2S,4R)-N-(2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YUFHVVATBPCYPQ-BQGOKDIQSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,78,nM,18,46,18.0,,YUFHVVATBPCYPQ
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,81,nM,4,61,4.0,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,10,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AYSNCSVZNJFPCS-JAHFJGENSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83,nM,4,34,4.0,,AYSNCSVZNJFPCS
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83,nM,18,75,18.0,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83,nM,4,34,4.0,,DUMGQWGEQKWEFM
