DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
10.1021/acs.jmedchem.2c01149,11,"(2S,4R)-1-((3R,26S)-26-(tert-Butyl)-3-methyl-1,24-dioxo-5-propyl-1-(4-(5-trifluoromethyl-1,2,4-oxadiazol-3-yl)phenyl)-10,13,16,19,22-pentaoxa-2,5,25-triazaheptacosan-27-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,PAPER,HDAC4,VHL,Western blot (−elacridar pretreatment),SH-SY5Y,358,nM,,,,,KBDZFZJFGKYVBZ-KLSSUPLUSA-N,OPSIN,,KBDZFZJFGKYVBZ
10.1021/acs.jmedchem.2c01149,11,"(2S,4R)-1-((3R,26S)-26-(tert-Butyl)-3-methyl-1,24-dioxo-5-propyl-1-(4-(5-trifluoromethyl-1,2,4-oxadiazol-3-yl)phenyl)-10,13,16,19,22-pentaoxa-2,5,25-triazaheptacosan-27-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,PAPER,HDAC4,VHL,Western blot (+elacridar pretreatment),SH-SY5Y,<1,nM,,,,,KBDZFZJFGKYVBZ-KLSSUPLUSA-N,OPSIN,,KBDZFZJFGKYVBZ
10.1021/acs.jmedchem.2c01149,7,"(2S,4R)-1-((2S)-2-(tert-Butyl)-20,20-difluoro-20-(2-(4-(1-(2-fluorophenyl)-2-(hydroxyamino)-2-oxoethyl)phenyl)pyrimidin-5-yl)-4-oxo-6,9,12,15,18-pentaoxa-3-azaicosan-1-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,PAPER,HDAC4,VHL,MSD (−elacridar pretreatment),Neuro-2a,690,nM,,,,,HCYVFIZSHJPMGM-BZWIJWRHSA-N,OPSIN,,HCYVFIZSHJPMGM
10.1021/acs.jmedchem.2c01149,7,"(2S,4R)-1-((2S)-2-(tert-Butyl)-20,20-difluoro-20-(2-(4-(1-(2-fluorophenyl)-2-(hydroxyamino)-2-oxoethyl)phenyl)pyrimidin-5-yl)-4-oxo-6,9,12,15,18-pentaoxa-3-azaicosan-1-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,PAPER,HDAC4,VHL,MSD (+elacridar pretreatment),Neuro-2a,130,nM,,,,,HCYVFIZSHJPMGM-BZWIJWRHSA-N,OPSIN,,HCYVFIZSHJPMGM
10.1021/acs.jmedchem.2c01149,7,"(2S,4R)-1-((2S)-2-(tert-Butyl)-20,20-difluoro-20-(2-(4-(1-(2-fluorophenyl)-2-(hydroxyamino)-2-oxoethyl)phenyl)pyrimidin-5-yl)-4-oxo-6,9,12,15,18-pentaoxa-3-azaicosan-1-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,PAPER,HDAC4,VHL,MSD,Q175 mouse cortical neurons,9,nM,24,,,,HCYVFIZSHJPMGM-BZWIJWRHSA-N,OPSIN,,HCYVFIZSHJPMGM
10.1038/s41467-018-08027-7,SJFα,"N-(3-Fluoro-4-((7-(4-(4-(2-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-2-oxoethoxy)butoxy)butoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCCOCCCCOCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,7.16 ± 1.03,nM,,97.4,,,CGOWEGDPCPSDKZ-WFYKIECOSA-N,OPSIN,,CGOWEGDPCPSDKZ
10.1038/s41467-018-08027-7,SJFα,"N-(3-Fluoro-4-((7-(4-(4-(2-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-2-oxoethoxy)butoxy)butoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCCOCCCCOCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,299,nM,,18,,,CGOWEGDPCPSDKZ-WFYKIECOSA-N,OPSIN,,CGOWEGDPCPSDKZ
10.1038/s41467-018-08027-7,SJFδ,"N-(3-fluoro-4-((7-(2-(2-(2-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)ethoxy)ethoxy)ethoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCOCCOCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,46.17 ± 9.85,nM,,99.41±3.31,,,CYMGKJUSDVEYFT-CHOFKVETSA-N,OPSIN,,CYMGKJUSDVEYFT
10.1038/s41467-018-08027-7,SJF-6693,"N-(3-fluoro-4-((7-(2-(2-(3-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-3-oxopropoxy)ethoxy)ethoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCOCCOCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,< 100,nM,,,,,LVBSXSWBGXRPOK-XPMRVQNBSA-N,OPSIN,,LVBSXSWBGXRPOK
10.1038/s41467-018-08027-7,SJF-6693,"N-(3-fluoro-4-((7-(2-(2-(3-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-3-oxopropoxy)ethoxy)ethoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCOCCOCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,< 100,nM,,,,,LVBSXSWBGXRPOK-XPMRVQNBSA-N,OPSIN,,LVBSXSWBGXRPOK
10.1038/s41467-018-08027-7,SJF-6690,"N-(3-fluoro-4-((7-(2-(2-(3-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-3-oxopropoxy)ethoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCC(C)OCCOCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,< 100,nM,,,,,FAPJEWKCOGGASP-DBLHJFKISA-N,OPSIN,,FAPJEWKCOGGASP
10.1038/s41467-018-08027-7,SJF-6690,"N-(3-fluoro-4-((7-(2-(2-(3-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-3-oxopropoxy)ethoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCC(C)OCCOCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,< 100,nM,,,,,FAPJEWKCOGGASP-DBLHJFKISA-N,OPSIN,,FAPJEWKCOGGASP
10.1038/s41467-018-08027-7,SJFδ,"N-(3-fluoro-4-((7-(2-(2-(2-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)ethoxy)ethoxy)ethoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCOCCOCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,45.9 ± 81.3,nM,,34.5±10.1,,,CYMGKJUSDVEYFT-CHOFKVETSA-N,OPSIN,,CYMGKJUSDVEYFT
10.1038/s41467-018-08027-7,SJF-8240,"N-(3-Fluoro-4-((7-(3-(3-(3-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)-pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-3-oxopropoxy)propoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCOCCCOCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,230 ± 47,nM,,90.1±4.2,,,MCJFROJTDORRBB-ZWUDBOSPSA-N,OPSIN,,MCJFROJTDORRBB
10.1038/s41467-018-08027-7,SJF-8240,"N-(3-Fluoro-4-((7-(3-(3-(3-(((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)-pyrrolidin-1-yl)-3,3d-imethyl-1-oxobutan-2-yl)amino)-3-oxopropoxy)propoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCOCCCOCCCOC4=CC5=NC=CC(=C5C=C4OC)OC6=C(C=C(C=C6)NC(=O)C7(CC7)C(=O)NC8=CC=C(C=C8)F)F)O,PUBCHEM,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,456 ± 362,nM,,54.3±11.8,,,SCUZPTNDZHEHLB-ZWUDBOSPSA-N,PUBCHEM,,SCUZPTNDZHEHLB
10.1038/s41467-018-08027-7,SJF-6677,"N-(3-fluoro-4-((7-(4-(4-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)butoxy)butoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCCOCCCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,127 ± 163,nM,,25.3±6.6,,,HSMFSSXLFUIMIQ-JCYIICMFSA-N,OPSIN,,HSMFSSXLFUIMIQ
10.1038/s41467-018-08027-7,SJF-6677,"N-(3-fluoro-4-((7-(4-(4-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)butoxy)butoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCCOCCCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,106 ± 81.5,nM,,43.5±7.2,,,HSMFSSXLFUIMIQ-JCYIICMFSA-N,OPSIN,,HSMFSSXLFUIMIQ
10.1038/s41467-018-08027-7,BES-4612,"N-(3-fluoro-4-((7-(3-(2-(3-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)propoxy)ethoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCOCCOCCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,760.0 ± 1500.0,nM,,16.8±13.4,,,NMMKLASRTBMYFT-JCYIICMFSA-N,OPSIN,,NMMKLASRTBMYFT
10.1038/s41467-018-08027-7,BES-4612,"N-(3-fluoro-4-((7-(3-(2-(3-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)propoxy)ethoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCOCCOCCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,1890 ± 2350,nM,,78.7±40.8,,,NMMKLASRTBMYFT-JCYIICMFSA-N,OPSIN,,NMMKLASRTBMYFT
10.1038/s41467-018-08027-7,SJF-6685,"N-(3-Fluoro-4-((7-(3-(3-(3-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)propoxy)-propoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCOCCCOCCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38α,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,304 ± 691,nM,,19.9±11.3,,,HTPQHJWNNUESBZ-LVSOZEIGSA-N,OPSIN,,HTPQHJWNNUESBZ
10.1038/s41467-018-08027-7,SJF-6685,"N-(3-Fluoro-4-((7-(3-(3-(3-(2-(((2S,4R)-4-hydroxy-1-((S)-3-methyl-2-(1-oxoisoindolin-2-yl)butanoyl)pyrrolidine-2-carboxamido)methyl)-5-(4-methylthiazol-5-yl)phenoxy)propoxy)-propoxy)propoxy)-6-methoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",FC=1C=C(C=CC1OC1=CC=NC2=CC(=C(C=C12)OC)OCCCOCCCOCCCOC1=C(C=CC(=C1)C1=C(N=CS1)C)CNC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)C)N1C(C2=CC=CC=C2C1)=O)=O)N(C(=O)C1(CC1)C(=O)N)C1=CC=C(C=C1)F,OPSIN,p38δ,VHL,Western blot (immunoblot) dose–response quantification,MDA-MB-231,1140 ± 1950,nM,,33.5±27.2,,,HTPQHJWNNUESBZ-LVSOZEIGSA-N,OPSIN,,HTPQHJWNNUESBZ
10.1080/14756366.2022.2062338,15,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-2-(2-(2-(3-oxo-3,9-dihydro-2H-pyrazolo[3,4-b]quinoxalin-2-yl)ethoxy)ethoxy)acetamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NC(COCCOCCN1N=C2NC3=CC=CC=C3N=C2C1=O)=O)=O)=O,OPSIN,EGFRWT,CRBN,Western blotting (densitometry),A549,43.4,nM,48 h,86,96 h,100 nM,OXSXZSPEDPGYSH-UHFFFAOYSA-N,OPSIN,,OXSXZSPEDPGYSH
10.1080/14756366.2022.2062338,16,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-2-(2-(2-(2-(4-methyl-3-oxo-3,4-dihydroquinoxaline-2-carbonyl)hydrazinyl)ethoxy)ethoxy)acetamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NC(COCCOCCNNC(=O)C1=NC2=CC=CC=C2N(C1=O)C)=O)=O)=O,OPSIN,EGFRWT,CRBN,Western blotting (densitometry),A549,32.9,nM,48 h,96,72 h,100 nM,MGPULBDTVXSSAA-UHFFFAOYSA-N,OPSIN,,MGPULBDTVXSSAA
10.1016/j.apsb.2020.02.010,2c,,,,IDO1,CRBN,Western blot densitometry (immunoblot band intensity),HeLa,2840,nM,24,93,24,,,,,
10.1111/cas.15733,PRO-6 E,,,,MET,CRBN,Western blot,MKN-45,203,nM,48,82.8,48,,,,,
10.1111/cas.15733,PRO-6 E,,,,MET,CRBN,Western blot,MKN-45,,,,81.9,,1 μM,,,,
10.1038/s41598-019-56177-5,TD-165,"(2S,4R)-1-((2S)-2-(11-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)undecanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NCCCCCCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)NCC1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,20.4,nM,,99.6,,,KSXVXTSIDVRZBR-IINAPWRYSA-N,OPSIN,,KSXVXTSIDVRZBR
10.1038/s41598-019-56177-5,TD-158,"(2S,4R)-1-((2S)-2-(9-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)nonanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NCCCCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)NCC1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,44.5,nM,,97.1,,,UQJOJHWASBETAR-PHPCURKRSA-N,OPSIN,,UQJOJHWASBETAR
10.1038/s41598-019-56177-5,TD-156,"(2S,4R)-1-((2S)-2-(7-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)heptanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NCCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)NCC1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,100.6,nM,,96.9,,,NONAQRYFKJIZQD-AEXNMDALSA-N,OPSIN,,NONAQRYFKJIZQD
10.1038/s41598-019-56177-5,TD-343,"(2S,4R)-1-((2S)-2-(tert-butyl)-14-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)-4-oxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",C(C)(C)(C)[C@@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)NCC1=CC=C(C=C1)C1=C(N=CS1)C)NC(COCCOCCOCCNC1=C2C(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,367.8,nM,,85.1,,,JJODRHXPKVBYEY-JPQBYMPPSA-N,OPSIN,,JJODRHXPKVBYEY
10.1038/s41598-019-56177-5,TD-760,"(2S,4R)-1-((2S)-2-(11-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)acetamido)undecanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)OCC(=O)NCCCCCCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)NCC1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,367.7,nM,,82,,,NANCWGWHLCCPLL-MSVILSSVSA-N,OPSIN,,NANCWGWHLCCPLL
10.1038/s41598-019-56177-5,TD-033,"N1-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-N7-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)heptanediamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NC(CCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(NCC1=CC=C(C=C1)C1=C(N=CS1)C)=O)C(C)(C)C)=O)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,2546.1,nM,,,,,ZBCXOELGHROVDK-FOLICCEFSA-N,OPSIN,,ZBCXOELGHROVDK
10.1038/s41598-019-56177-5,TD-759,"(2S,4R)-1-((2S)-2-(11-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)acetamido)undecanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NCC(=O)NCCCCCCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)NCC1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O)=O,OPSIN,CRBN,VHL,immunoblotting (Western blot),HEK293T,28.8,nM,,,,,FWZROUMFDYURRM-FYESNEIGSA-N,OPSIN,,FWZROUMFDYURRM
